date,customer,sales,no_of_products
2023-04-05,0010012882,0.0,2
2023-04-06,0010012882,3636.0,1
2023-04-10,0010012882,178.0,1
2023-04-17,0010012882,178.0,1
2023-04-24,0010012882,229.5,1
2023-05-01,0010012882,636.5,2
2023-05-08,0010012882,3636.0,1
2023-05-12,0010012882,2709.0,1
2023-05-15,0010012882,178.0,1
2023-05-30,0010012882,178.0,1
2023-06-12,0010012882,636.5,2
2023-06-19,0010012882,3636.0,2
2023-06-20,0010012882,3606.0,1
2023-06-21,0010012882,505.5,1
2023-06-23,0010012882,178.0,1
2023-06-28,0010012882,1834.0,1
2023-07-05,0010012882,356.0,1
2023-07-17,0010012882,4064.5,2
2023-07-19,0010012882,4043.5,3
2023-07-24,0010012882,356.0,1
2023-08-07,0010012882,458.5,1
2023-08-08,0010012882,601.0,1
2023-08-10,0010012882,178.0,1
2023-08-14,0010012882,2424.0,1
2023-08-21,0010012882,779.0,2
2023-08-24,0010012882,601.0,1
2023-08-28,0010012882,356.0,1
2023-09-01,0010012882,3652.0,2
2023-09-05,0010012882,1202.0,1
2023-09-13,0010012882,178.0,1
2023-09-20,0010012882,356.0,1
2023-09-22,0010012882,3636.0,1
2023-09-29,0010012882,4512.0,2
2023-10-04,0010012882,458.5,1
2023-10-30,0010012882,178.0,1
2023-11-03,0010012882,3636.0,1
2023-11-06,0010012882,178.0,1
2023-11-15,0010012882,5454.0,1
2023-11-20,0010012882,178.0,1
2023-11-29,0010012882,3885.0,1
2023-11-30,0010012882,178.0,1
2023-12-04,0010012882,1834.0,1
2023-12-11,0010012882,178.0,1
2023-12-15,0010012882,451.5,1
2023-12-21,0010012882,178.0,1
2023-12-27,0010012882,3565.0,4
2024-01-08,0010012882,582.75,1
2024-01-10,0010012882,1532.5,2
2024-01-22,0010012882,1181.25,2
2024-01-24,0010012882,672.5,1
2024-01-29,0010012882,2017.5,3
2024-01-30,0010012882,606.0,1
2024-02-05,0010012882,6433.5,5
2024-02-12,0010012882,1374.75,2
2024-02-19,0010012882,6224.75,7
2024-02-23,0010012882,10745.25,8
2024-03-18,0010012882,551.0,1
2024-03-21,0010012882,5574.0,3
2024-03-27,0010012882,3910.0,2
2024-04-08,0010012882,2140.0,3
2024-04-12,0010012882,3927.0,1
2024-04-15,0010012882,4781.25,2
2024-04-25,0010012882,2007.5,6
2024-04-29,0010012882,6108.0,4
2024-05-01,0010012882,1929.0,1
2024-05-06,0010012882,623.25,1
2024-05-09,0010012882,1037.2,2
2024-05-13,0010012882,4751.0,2
2024-05-20,0010012882,11414.0,7
2024-05-23,0010012882,1449.0,3
2024-05-28,0010012882,654.5,1
2024-06-03,0010012882,4233.5,5
2024-06-04,0010012882,4125.0,2
2024-06-07,0010012882,4581.5,2
2024-06-10,0010012882,1690.0,2
2024-06-12,0010012882,1929.0,1
2024-06-17,0010012882,3693.25,5
2024-06-19,0010012882,321.5,1
2024-06-21,0010012882,1449.0,1
2024-06-23,0010012882,178.0,1
2024-06-24,0010012882,2306.5,2
2024-06-25,0010012882,712.0,1
2024-07-05,0010012882,4812.5,2
2024-07-08,0010012882,5507.75,4
2024-07-10,0010012882,2648.5,2
2024-07-11,0010012882,191.35,1
2024-07-15,0010012882,1146.5,3
2024-07-17,0010012882,412.0,1
2024-07-19,0010012882,3927.0,1
2024-07-24,0010012882,3378.0,2
2024-07-26,0010012882,654.5,1
2024-07-29,0010012882,3598.25,3
2024-08-03,0010012882,693.0,1
2024-08-05,0010012882,831.0,1
2024-08-08,0010012882,4008.0,3
2024-08-09,0010012882,856.25,2
2024-08-12,0010012882,2167.5,3
2024-08-14,0010012882,1929.0,1
2024-08-16,0010012882,5951.5,4
2024-08-17,0010012882,696.5,1
2024-08-19,0010012882,814.6,2
2024-08-22,0010012882,275.5,1
2024-08-26,0010012882,415.5,1
2024-08-28,0010012882,3927.0,1
2024-08-29,0010012882,693.0,1
2024-09-03,0010012882,1617.25,2
2024-09-06,0010012882,4158.0,1
2024-09-09,0010012882,6728.5,6
2024-09-11,0010012882,366.0,1
2024-09-16,0010012882,1038.75,1
2024-09-18,0010012882,1105.0,2
2024-09-20,0010012882,191.35,1
2024-09-23,0010012882,4179.0,1
2024-09-25,0010012882,1170.0,3
2024-09-26,0010012882,1637.75,2
2024-10-07,0010012882,3664.25,7
2024-10-09,0010012882,1981.0,1
2024-10-14,0010012882,6558.25,7
2024-10-18,0010012882,6510.5,2
2024-10-21,0010012882,853.0,1
2024-10-23,0010012882,4158.0,1
2024-10-28,0010012882,4102.5,4
2024-11-04,0010012882,534.0,1
2024-11-05,0010012882,884.35,2
2024-11-07,0010012882,546.0,1
2024-11-08,0010012882,654.5,1
2024-11-11,0010012882,2437.75,3
2024-11-13,0010012882,500.25,1
2024-11-14,0010012882,2493.0,3
2024-11-19,0010012882,915.25,2
2024-11-20,0010012882,356.0,1
2024-11-25,0010012882,5831.25,4
2024-11-29,0010012882,1039.5,1
2024-12-02,0010012882,1929.0,1
2024-12-06,0010012882,976.0,2
2024-12-09,0010012882,3491.75,5
2024-12-12,0010012882,191.35,1
2024-12-13,0010012882,10668.5,3
2024-12-19,0010012882,2792.5,5
2024-12-30,0010012882,6415.75,5
2024-01-31,0010013041,593.0,2
2024-02-06,0010013041,1041.0,4
2024-02-07,0010013041,724.75,2
2024-02-12,0010013041,229.5,1
2024-02-13,0010013041,500.25,2
2024-02-14,0010013041,1755.5,4
2024-02-20,0010013041,1793.75,5
2024-02-21,0010013041,949.5,4
2024-02-22,0010013041,1295.0,1
2024-02-26,0010013041,1338.5,2
2024-02-27,0010013041,788.25,3
2024-02-28,0010013041,927.75,3
2024-02-29,0010013041,7533.0,18
2024-03-01,0010013041,693.0,1
2024-03-05,0010013041,602.75,2
2024-03-06,0010013041,206.0,1
2024-03-08,0010013041,295.75,1
2024-03-12,0010013041,2084.25,8
2024-03-14,0010013041,540.5,2
2024-03-18,0010013041,1075.7,2
2024-03-19,0010013041,1809.75,5
2024-03-20,0010013041,481.5,2
2024-03-22,0010013041,639.75,1
2024-03-25,0010013041,295.75,1
2024-03-26,0010013041,1411.0,6
2024-03-27,0010013041,1662.75,5
2024-04-02,0010013041,635.25,2
2024-04-03,0010013041,1106.75,4
2024-04-08,0010013041,809.2,2
2024-04-09,0010013041,1381.75,4
2024-04-10,0010013041,1412.5,2
2024-04-15,0010013041,1335.25,2
2024-04-16,0010013041,486.5,2
2024-04-17,0010013041,2900.75,7
2024-04-22,0010013041,693.0,1
2024-04-23,0010013041,2006.5,5
2024-04-24,0010013041,846.75,2
2024-04-29,0010013041,382.7,1
2024-04-30,0010013041,841.25,3
2024-05-01,0010013041,1964.5,5
2024-05-03,0010013041,426.5,1
2024-05-06,0010013041,1039.5,1
2024-05-07,0010013041,1116.75,4
2024-05-08,0010013041,2112.35,6
2024-05-14,0010013041,3228.6,11
2024-05-20,0010013041,693.0,1
2024-05-21,0010013041,1431.6,6
2024-05-22,0010013041,979.0,3
2024-05-24,0010013041,559.75,2
2024-05-28,0010013041,635.25,2
2024-05-29,0010013041,2291.85,7
2024-06-03,0010013041,903.5,3
2024-06-05,0010013041,2184.6,6
2024-06-11,0010013041,3185.5,8
2024-06-12,0010013041,1138.75,3
2024-06-18,0010013041,1411.0,4
2024-06-19,0010013041,4345.05,9
2024-06-24,0010013041,295.75,1
2024-06-25,0010013041,2074.25,6
2024-06-26,0010013041,1368.5,5
2024-06-28,0010013041,693.0,1
2024-07-01,0010013041,1318.0,4
2024-07-05,0010013041,910.85,2
2024-07-09,0010013041,692.5,3
2024-07-10,0010013041,1869.25,4
2024-07-11,0010013041,1119.5,2
2024-07-12,0010013041,178.0,1
2024-07-17,0010013041,6886.1,17
2024-07-23,0010013041,1056.75,4
2024-07-24,0010013041,1198.25,3
2024-07-29,0010013041,1683.75,1
2024-07-30,0010013041,2804.6,6
2024-07-31,0010013041,765.75,3
2024-08-02,0010013041,787.0,2
2024-08-05,0010013041,693.0,1
2024-08-06,0010013041,1612.75,5
2024-08-07,0010013041,949.25,3
2024-08-08,0010013041,-910.75,3
2024-08-12,0010013041,729.2,2
2024-08-13,0010013041,2774.0,5
2024-08-14,0010013041,1112.25,3
2024-08-20,0010013041,4856.0,9
2024-08-21,0010013041,500.25,1
2024-08-23,0010013041,537.85,2
2024-08-27,0010013041,1673.75,6
2024-08-28,0010013041,2045.0,5
2024-09-03,0010013041,1245.5,3
2024-09-04,0010013041,1310.85,4
2024-09-06,0010013041,178.0,1
2024-09-10,0010013041,1220.25,4
2024-09-11,0010013041,1399.25,3
2024-09-13,0010013041,426.5,1
2024-09-16,0010013041,1683.75,1
2024-09-17,0010013041,2908.85,7
2024-09-18,0010013041,1861.75,2
2024-09-20,0010013041,617.85,3
2024-09-24,0010013041,1607.0,6
2024-09-25,0010013041,3367.5,2
2024-09-27,0010013041,988.75,2
2024-10-01,0010013041,713.5,2
2024-10-02,0010013041,4004.75,8
2024-10-04,0010013041,559.75,2
2024-10-08,0010013041,903.5,3
2024-10-09,0010013041,509.0,2
2024-10-11,0010013041,693.0,1
2024-10-15,0010013041,1543.25,5
2024-10-16,0010013041,346.5,1
2024-10-18,0010013041,346.5,1
2024-10-21,0010013041,693.0,1
2024-10-22,0010013041,540.5,2
2024-10-23,0010013041,1715.0,5
2024-10-25,0010013041,1826.75,3
2024-10-29,0010013041,1567.0,5
2024-10-30,0010013041,846.75,2
2024-11-05,0010013041,1804.75,5
2024-11-06,0010013041,949.25,3
2024-11-11,0010013041,1024.95,3
2024-11-12,0010013041,1701.75,5
2024-11-13,0010013041,2276.25,6
2024-11-19,0010013041,1909.6,6
2024-11-20,0010013041,3030.1,7
2024-11-25,0010013041,1828.0,5
2024-11-27,0010013041,1119.5,2
2024-12-02,0010013041,275.5,1
2024-12-03,0010013041,561.25,1
2024-12-04,0010013041,546.0,1
2024-12-06,0010013041,561.25,1
2024-12-09,0010013041,1143.75,3
2024-12-11,0010013041,1663.25,4
2024-12-12,0010013041,546.0,1
2024-12-13,0010013041,907.75,2
2024-12-17,0010013041,1967.25,5
2024-12-18,0010013041,1174.0,3
2024-12-20,0010013041,275.5,1
2024-12-23,0010013041,426.5,1
2024-12-26,0010013041,1321.0,3
2023-01-02,0010013160,1910.25,5
2023-01-03,0010013160,179.75,1
2023-01-05,0010013160,819.75,3
2023-01-06,0010013160,561.0,1
2023-01-09,0010013160,2323.25,4
2023-01-11,0010013160,728.5,2
2023-01-12,0010013160,898.75,2
2023-01-13,0010013160,656.75,2
2023-01-16,0010013160,1560.75,5
2023-01-19,0010013160,640.25,3
2023-01-20,0010013160,2075.5,4
2023-01-21,0010013160,710.75,2
2023-01-23,0010013160,4044.25,6
2023-01-26,0010013160,539.25,1
2023-01-27,0010013160,912.25,2
2023-01-29,0010013160,460.5,2
2023-01-30,0010013160,4317.5,7
2023-02-03,0010013160,728.5,2
2023-02-06,0010013160,2308.5,5
2023-02-08,0010013160,359.5,1
2023-02-09,0010013160,1078.5,2
2023-02-10,0010013160,1405.0,2
2023-02-13,0010013160,3613.5,7
2023-02-15,0010013160,1105.5,1
2023-02-16,0010013160,561.0,1
2023-02-17,0010013160,719.0,2
2023-02-20,0010013160,2036.75,6
2023-02-21,0010013160,4325.5,4
2023-02-23,0010013160,359.5,1
2023-02-24,0010013160,836.25,2
2023-02-27,0010013160,1397.5,4
2023-02-28,0010013160,561.0,1
2023-03-02,0010013160,4136.75,5
2023-03-03,0010013160,2751.0,1
2023-03-06,0010013160,5037.0,10
2023-03-09,0010013160,1516.5,1
2023-03-10,0010013160,1794.75,2
2023-03-12,0010013160,1388.5,4
2023-03-13,0010013160,3761.0,5
2023-03-15,0010013160,194.25,1
2023-03-17,0010013160,15984.0,5
2023-03-20,0010013160,1441.75,4
2023-03-23,0010013160,1812.5,3
2023-03-24,0010013160,709.25,2
2023-03-26,0010013160,1704.25,4
2023-03-27,0010013160,2007.25,4
2023-03-30,0010013160,1491.75,2
2023-04-03,0010013160,1601.0,2
2023-04-04,0010013160,388.5,1
2023-04-06,0010013160,199.25,1
2023-04-08,0010013160,502.25,2
2023-04-10,0010013160,1103.25,2
2023-04-12,0010013160,2242.0,2
2023-04-13,0010013160,194.25,1
2023-04-15,0010013160,818.0,2
2023-04-17,0010013160,1885.75,4
2023-04-21,0010013160,3615.5,6
2023-04-22,0010013160,800.25,2
2023-04-24,0010013160,1600.5,3
2023-04-27,0010013160,606.0,1
2023-04-29,0010013160,1143.75,5
2023-05-01,0010013160,3630.5,4
2023-05-03,0010013160,388.5,1
2023-05-05,0010013160,994.5,2
2023-05-06,0010013160,303.0,1
2023-05-08,0010013160,2681.5,4
2023-05-12,0010013160,1933.5,3
2023-05-14,0010013160,886.25,3
2023-05-15,0010013160,2871.25,5
2023-05-18,0010013160,194.25,1
2023-05-19,0010013160,1297.5,2
2023-05-22,0010013160,3277.25,5
2023-05-23,0010013160,1212.0,1
2023-05-25,0010013160,709.25,2
2023-05-27,0010013160,1193.75,3
2023-05-29,0010013160,194.25,1
2023-05-30,0010013160,2030.0,3
2023-06-01,0010013160,1880.25,3
2023-06-02,0010013160,1516.5,1
2023-06-04,0010013160,1070.75,3
2023-06-05,0010013160,1167.0,1
2023-06-06,0010013160,1030.0,1
2023-06-09,0010013160,1812.5,3
2023-06-10,0010013160,303.0,1
2023-06-13,0010013160,1165.5,1
2023-06-15,0010013160,4469.0,5
2023-06-16,0010013160,16180.5,5
2023-06-18,0010013160,1708.75,4
2023-06-20,0010013160,2006.75,3
2023-06-22,0010013160,709.25,2
2023-06-24,0010013160,303.0,1
2023-06-27,0010013160,8421.5,6
2023-07-02,0010013160,995.0,2
2023-07-05,0010013160,1515.0,1
2023-07-07,0010013160,2002.0,4
2023-07-09,0010013160,1064.5,2
2023-07-14,0010013160,1626.5,3
2023-07-15,0010013160,1211.5,4
2023-07-18,0010013160,1835.25,4
2023-07-21,0010013160,1939.0,2
2023-07-24,0010013160,1053.25,3
2023-07-25,0010013160,3095.25,6
2023-07-27,0010013160,606.0,1
2023-07-28,0010013160,398.5,1
2023-07-30,0010013160,1189.25,3
2023-08-01,0010013160,3910.75,5
2023-08-02,0010013160,161.75,1
2023-08-04,0010013160,1121.0,2
2023-08-07,0010013160,458.5,1
2023-08-08,0010013160,3217.75,4
2023-08-10,0010013160,388.5,1
2023-08-11,0010013160,1224.5,2
2023-08-12,0010013160,1121.0,2
2023-08-14,0010013160,1491.75,2
2023-08-16,0010013160,389.0,1
2023-08-17,0010013160,161.75,1
2023-08-18,0010013160,398.5,1
2023-08-19,0010013160,252.75,1
2023-08-21,0010013160,606.0,1
2023-08-22,0010013160,1731.5,4
2023-08-24,0010013160,2150.75,3
2023-08-25,0010013160,1792.75,5
2023-08-28,0010013160,800.5,2
2023-08-29,0010013160,818.0,2
2023-09-01,0010013160,3635.75,6
2023-09-02,0010013160,1211.5,4
2023-09-05,0010013160,653.0,2
2023-09-07,0010013160,1165.5,1
2023-09-08,0010013160,2550.25,6
2023-09-09,0010013160,497.25,2
2023-09-11,0010013160,1340.5,2
2023-09-12,0010013160,2875.75,5
2023-09-15,0010013160,2796.0,3
2023-09-16,0010013160,194.5,1
2023-09-18,0010013160,2030.0,2
2023-09-21,0010013160,1908.0,4
2023-09-22,0010013160,1165.5,1
2023-09-23,0010013160,1265.0,4
2023-09-25,0010013160,709.5,2
2023-09-26,0010013160,2580.0,3
2023-09-27,0010013160,1195.5,1
2023-09-29,0010013160,8688.0,4
2023-09-30,0010013160,606.0,1
2023-10-02,0010013160,701.5,2
2023-10-03,0010013160,1017.25,3
2023-10-04,0010013160,194.5,1
2023-10-06,0010013160,1121.0,2
2023-10-07,0010013160,1017.25,3
2023-10-09,0010013160,1156.25,3
2023-10-10,0010013160,3030.0,2
2023-10-12,0010013160,2313.0,4
2023-10-13,0010013160,777.0,1
2023-10-14,0010013160,497.25,2
2023-10-16,0010013160,1320.25,3
2023-10-17,0010013160,1610.5,2
2023-10-18,0010013160,389.0,1
2023-10-24,0010013160,1989.0,2
2023-10-27,0010013160,515.0,1
2023-11-01,0010013160,1636.0,2
2023-11-03,0010013160,1898.75,5
2023-11-06,0010013160,3498.5,3
2023-11-07,0010013160,3913.0,6
2023-11-10,0010013160,252.75,1
2023-11-13,0010013160,903.5,2
2023-11-14,0010013160,909.0,1
2023-11-16,0010013160,3104.5,5
2023-11-17,0010013160,3680.75,8
2023-11-18,0010013160,1709.0,5
2023-11-20,0010013160,2100.5,4
2023-11-27,0010013160,1762.5,5
2023-11-28,0010013160,20639.25,7
2023-12-05,0010013160,909.0,1
2023-12-06,0010013160,388.5,1
2023-12-08,0010013160,1229.25,2
2023-12-11,0010013160,515.0,1
2023-12-13,0010013160,235.75,1
2023-12-15,0010013160,1888.75,4
2023-12-18,0010013160,235.75,1
2023-12-19,0010013160,1194.25,3
2023-12-20,0010013160,502.25,2
2023-12-22,0010013160,1787.0,4
2023-12-26,0010013160,1406.25,4
2023-12-27,0010013160,889.25,3
2023-12-29,0010013160,194.25,1
2024-01-02,0010013160,2155.5,3
2024-01-03,0010013160,194.5,1
2024-01-05,0010013160,515.0,1
2024-01-08,0010013160,471.5,1
2024-01-09,0010013160,805.25,2
2024-01-11,0010013160,583.5,2
2024-01-12,0010013160,2013.75,5
2024-01-17,0010013160,1962.75,3
2024-01-19,0010013160,2279.5,7
2024-01-22,0010013160,1133.25,3
2024-01-23,0010013160,515.0,1
2024-01-25,0010013160,666.0,2
2024-01-26,0010013160,3314.25,9
2024-01-30,0010013160,2015.5,5
2024-02-01,0010013160,1349.25,5
2024-02-02,0010013160,1595.0,3
2024-02-06,0010013160,1805.0,4
2024-02-07,0010013160,471.5,1
2024-02-08,0010013160,995.0,2
2024-02-09,0010013160,582.75,1
2024-02-12,0010013160,1138.75,4
2024-02-13,0010013160,1393.5,4
2024-02-15,0010013160,1613.75,5
2024-02-16,0010013160,3982.5,9
2024-02-19,0010013160,1292.5,4
2024-02-20,0010013160,606.0,1
2024-02-21,0010013160,1914.5,3
2024-02-22,0010013160,1189.0,3
2024-02-23,0010013160,1211.75,4
2024-02-26,0010013160,1004.5,2
2024-02-27,0010013160,582.75,1
2024-02-29,0010013160,1307.75,4
2024-03-01,0010013160,1369.75,4
2024-03-04,0010013160,1174.75,3
2024-03-05,0010013160,1160.25,4
2024-03-06,0010013160,1632.25,2
2024-03-07,0010013160,625.25,2
2024-03-08,0010013160,4650.0,8
2024-03-09,0010013160,623.25,1
2024-03-11,0010013160,1027.5,3
2024-03-12,0010013160,327.25,1
2024-03-13,0010013160,1465.25,3
2024-03-15,0010013160,1313.25,4
2024-03-18,0010013160,654.5,1
2024-03-19,0010013160,945.25,3
2024-03-21,0010013160,1380.0,2
2024-03-22,0010013160,3136.0,4
2024-03-23,0010013160,654.5,1
2024-03-25,0010013160,206.0,1
2024-03-26,0010013160,2739.25,4
2024-03-27,0010013160,2401.5,5
2024-03-29,0010013160,742.75,2
2024-04-01,0010013160,1243.0,4
2024-04-02,0010013160,412.0,1
2024-04-03,0010013160,275.5,1
2024-04-04,0010013160,1847.5,3
2024-04-05,0010013160,2713.5,8
2024-04-08,0010013160,1452.5,4
2024-04-09,0010013160,1949.25,5
2024-04-10,0010013160,654.5,1
2024-04-12,0010013160,2263.25,5
2024-04-13,0010013160,654.5,1
2024-04-15,0010013160,275.5,1
2024-04-16,0010013160,2301.75,6
2024-04-17,0010013160,3726.0,5
2024-04-19,0010013160,860.5,2
2024-04-22,0010013160,1247.25,3
2024-04-23,0010013160,2399.5,5
2024-04-26,0010013160,4793.75,9
2024-04-29,0010013160,2001.0,1
2024-04-30,0010013160,654.5,1
2024-05-02,0010013160,2472.75,6
2024-05-03,0010013160,4084.0,8
2024-05-06,0010013160,687.5,2
2024-05-07,0010013160,2370.25,5
2024-05-09,0010013160,2053.25,3
2024-05-10,0010013160,2563.0,6
2024-05-14,0010013160,3982.25,5
2024-05-15,0010013160,546.0,1
2024-05-17,0010013160,1557.0,5
2024-05-20,0010013160,654.5,1
2024-05-21,0010013160,1401.0,3
2024-05-22,0010013160,1935.75,4
2024-05-23,0010013160,934.75,2
2024-05-24,0010013160,3114.75,6
2024-05-28,0010013160,1603.25,3
2024-05-29,0010013160,546.0,1
2024-05-30,0010013160,2618.25,6
2024-05-31,0010013160,753.75,2
2024-06-03,0010013160,2640.25,4
2024-06-04,0010013160,2017.0,4
2024-06-05,0010013160,3687.75,6
2024-06-07,0010013160,1493.0,3
2024-06-10,0010013160,1016.5,4
2024-06-11,0010013160,2515.5,4
2024-06-12,0010013160,1721.0,5
2024-06-13,0010013160,415.5,1
2024-06-14,0010013160,3392.75,6
2024-06-15,0010013160,327.25,1
2024-06-18,0010013160,1241.25,4
2024-06-20,0010013160,1818.75,3
2024-06-21,0010013160,3219.25,5
2024-06-24,0010013160,206.0,1
2024-06-25,0010013160,4195.75,9
2024-06-26,0010013160,632.5,2
2024-06-27,0010013160,500.25,1
2024-06-28,0010013160,654.5,1
2024-07-01,0010013160,1009.0,2
2024-07-02,0010013160,1894.0,4
2024-07-03,0010013160,1356.5,3
2024-07-08,0010013160,1009.0,3
2024-07-09,0010013160,2257.75,7
2024-07-10,0010013160,546.0,1
2024-07-11,0010013160,500.25,1
2024-07-12,0010013160,5200.75,9
2024-07-15,0010013160,1044.5,3
2024-07-16,0010013160,4116.0,9
2024-07-17,0010013160,920.0,2
2024-07-19,0010013160,2519.0,5
2024-07-22,0010013160,632.5,2
2024-07-23,0010013160,4057.25,9
2024-07-24,0010013160,1593.25,5
2024-07-26,0010013160,2257.75,4
2024-07-29,0010013160,775.75,2
2024-07-30,0010013160,1809.25,4
2024-07-31,0010013160,2252.0,6
2024-08-01,0010013160,213.25,1
2024-08-02,0010013160,1776.25,4
2024-08-06,0010013160,2697.5,5
2024-08-08,0010013160,1174.75,3
2024-08-09,0010013160,2257.75,5
2024-08-12,0010013160,3204.75,4
2024-08-13,0010013160,1143.25,4
2024-08-14,0010013160,934.75,2
2024-08-15,0010013160,1206.5,2
2024-08-16,0010013160,2760.75,5
2024-08-18,0010013160,708.0,2
2024-08-19,0010013160,1327.75,4
2024-08-20,0010013160,836.5,2
2024-08-21,0010013160,1000.5,1
2024-08-22,0010013160,546.0,1
2024-08-23,0010013160,2487.0,5
2024-08-24,0010013160,654.5,1
2024-08-26,0010013160,2178.5,7
2024-08-27,0010013160,3206.5,4
2024-08-29,0010013160,961.5,2
2024-08-30,0010013160,1133.25,3
2024-09-03,0010013160,1809.25,4
2024-09-04,0010013160,412.0,1
2024-09-05,0010013160,1592.25,2
2024-09-06,0010013160,206.0,1
2024-09-09,0010013160,3036.75,4
2024-09-10,0010013160,6458.75,6
2024-09-11,0010013160,213.25,1
2024-09-12,0010013160,213.25,1
2024-09-13,0010013160,1081.5,6
2024-09-17,0010013160,206.0,1
2024-09-18,0010013160,623.25,2
2024-09-19,0010013160,207.75,1
2024-09-20,0010013160,3342.5,5
2024-09-23,0010013160,2131.5,4
2024-09-24,0010013160,1743.25,4
2024-09-25,0010013160,1125.5,3
2024-09-26,0010013160,546.0,1
2024-09-27,0010013160,426.5,1
2024-09-30,0010013160,1312.5,3
2024-10-01,0010013160,5498.75,3
2024-10-03,0010013160,890.25,3
2024-10-04,0010013160,1298.0,2
2024-10-08,0010013160,1422.25,5
2024-10-09,0010013160,415.5,1
2024-10-10,0010013160,504.5,1
2024-10-11,0010013160,213.25,1
2024-10-14,0010013160,415.5,1
2024-10-15,0010013160,1375.25,3
2024-10-16,0010013160,1320.0,4
2024-10-17,0010013160,415.5,1
2024-10-18,0010013160,3359.75,7
2024-10-21,0010013160,415.5,1
2024-10-22,0010013160,2048.5,6
2024-10-25,0010013160,1535.5,5
2024-10-28,0010013160,546.0,1
2024-10-30,0010013160,1247.25,3
2024-10-31,0010013160,2727.5,5
2024-11-01,0010013160,7887.0,6
2024-11-04,0010013160,920.0,2
2024-11-05,0010013160,1092.0,1
2024-11-06,0010013160,504.5,1
2024-11-08,0010013160,829.25,3
2024-11-11,0010013160,3105.25,8
2024-11-12,0010013160,327.25,1
2024-11-14,0010013160,483.25,2
2024-11-15,0010013160,2235.75,5
2024-11-18,0010013160,206.0,1
2024-11-19,0010013160,2234.0,5
2024-11-22,0010013160,2295.25,5
2024-11-25,0010013160,1334.5,5
2024-11-26,0010013160,2815.25,6
2024-12-02,0010013160,415.5,1
2024-12-03,0010013160,981.75,1
2024-12-06,0010013160,2575.75,5
2024-12-09,0010013160,1123.5,3
2024-12-10,0010013160,1068.25,3
2024-12-12,0010013160,717.75,2
2024-12-13,0010013160,1965.25,5
2024-12-16,0010013160,415.5,1
2024-12-17,0010013160,1137.75,3
2024-12-19,0010013160,667.75,2
2024-12-20,0010013160,691.0,2
2024-12-23,0010013160,1603.25,3
2024-12-26,0010013160,3051.0,7
2024-12-30,0010013160,621.5,2
2023-01-02,0010013607,464.75,2
2023-01-09,0010013607,184.25,1
2023-01-12,0010013607,757.25,2
2023-01-16,0010013607,546.75,3
2023-01-19,0010013607,280.5,1
2023-01-23,0010013607,546.75,3
2023-01-24,0010013607,476.75,1
2023-01-27,0010013607,737.0,1
2023-01-30,0010013607,463.0,2
2023-02-03,0010013607,737.0,1
2023-02-06,0010013607,463.0,2
2023-02-07,0010013607,-1200.0,3
2023-02-13,0010013607,643.0,3
2023-02-16,0010013607,180.0,1
2023-02-20,0010013607,1582.75,4
2023-02-27,0010013607,364.25,2
2023-03-06,0010013607,5364.0,4
2023-03-08,0010013607,515.0,1
2023-03-27,0010013607,515.0,1
2023-04-03,0010013607,197.25,1
2023-04-04,0010013607,303.0,1
2023-04-06,0010013607,1015.25,3
2023-04-12,0010013607,2015.25,2
2023-04-17,0010013607,591.0,3
2023-04-19,0010013607,586.25,2
2023-04-20,0010013607,396.5,2
2023-04-27,0010013607,391.75,2
2023-05-01,0010013607,1106.0,4
